cleaned_tweet_text,hashtags,emails
idc many people think lineup sucks im excited _____ coachella httptcorivnpmrwab,['#coachella2015'],[]
gonna go home relax look line like barbor coachella,['#Coachella2015'],[]
good look coachella teampanama,"['#Coachella2015', '#TeamPanama']",['@LosRakas']
another gift concert gods _ coachella httptcochhgnoagub,['#Coachella2015'],[]
 brah coachella coachellalineup lineup nofilter coachella httptcotfprcjd,"['#coachella', '#coachellalineup', '#lineup', '#nofilter', '#coachella2015']",[]
best day new year coachella lineup announcement coachella httptcodceximato,['#Coachella2015'],[]
everyone else drop everything lineup came __ coachella,['#Coachella2015'],['@coachella']
tickets ____________ coachella,['#Coachella2015'],[]
 breaking news  lineup coachella  httptcozcwxfxyex,['#Coachella2015'],"['\x89ÛÏ@theelectrorev:', '@angieexh']"
 wanna go badly coachella lineup amazing httptcofmuppywh,['#Coachella2015'],[]
bruh coachella httptcoxoksoaov,['#Coachella2015'],[]
official coachella coachella coachella takemebackalready httptcoqhgkzlr,"['#Coachella2015', '#Coachella', '#TakeMeBackAlready']",[]
still want see richboy coachella guccimaybe drake bring gucci mane out coachella,['#Coachella2015'],[]
rt  amazing line coachella two tickets wend  bought last year presale sale dm http_,['#coachella2015'],['@Tamstation:']
dat line tho coachella httptcoganyzljhn,['#Coachella2015'],[]
 whos responsible ___ coachella httptcokeklpe imagine lmfao,['#Coachella2015'],['\x89ÛÏ@Raury:']
rt   lineup here coachella httptcohaypcrp forever dreaming,['#Coachella2015'],"['@sadiehelmick:', '\x89ÛÏ@Forever21:', '@the_graae']"
crying tears joy excited coachella,['#Coachella2015'],[]
damm line coachella looks like im going see sebastian ingrosso coachella  alesso ,['#Coachella2015'],[]
 waiting for _ coachella httptcopnbebloy want go bad __,['#Coachella2015'],"['\x89ÛÏ@PacSun:', '@coachella']"
twitter tumblr amp instagram going crazy coachella line up freaking amazing,['#Coachella2015'],[]
 lineup here coachella httptcokrcxjbvvt someone take please omfg,['#Coachella2015'],['\x89ÛÏ@Forever21:']
ok take back read tiny print coachellalineup theres bands really love coachella,"['#CoachellaLineup', '#Coachella2015']",[]
 days dancing desert coachella,['#Coachella2015'],[]
wanna see drake  coachella coachella,['#Coachella2015'],['@']
 waiting for _ coachella httptcospvkbyo quiero irrr__,['#Coachella2015'],"['\x89ÛÏ@PacSun:', '@coachella']"
person really care coachella httptcoalhcuwrh,['#Coachella2015'],[]
coachella lineup out looks amazing coachella musicmakesmehappy httptcohqpxvgwpc,"['#Coachella2015', '#musicmakesmehappy']",[]
ugh see soon yuma tent coachella,['#coachella2015'],[]
 lineup here coachella httptcofndfgicmd yoyo going w,['#Coachella2015'],['\x89ÛÏ@Forever21:']
loving coachella lineup californiaherewecome,"['#coachella2015', '#Californiaherewecome']",[]
coachella line up coachella letsrage,"['#Coachella2015', '#LetsRage']",[]
lil b coachella im proud,['#Coachella2015'],[]
wish weeknd drakes show coachella,['#Coachella2015'],[]
drake definitely enough hot records coachella crowd,['#Coachella2015'],[]
guess selling coachella tickets single day remotely excited about maybe getting old,['#Coachella2015'],[]
 lineup here coachella httptcohaypcrp forever dreaming,['#Coachella2015'],"['\x89ÛÏ@Forever21:', '@the_graae']"
weeknd altj hozier vance joy marina milky chance drake florence david guetta nero coachella need go,['#COACHELLA2015'],[]
oh snap coachella headliners include jack white acdc drake httptcolvibhymejb httptcolfrzftiuw,['#Coachella2015'],[]
s headlining say what makesnosense steely dan httptcoclrqxdgi coachella httptcohgdzvgg,"['#MakesNoSense', '#Coachella2015']","["".@Drake's"", '@Coachella']"
coachella coming up artists performing httptcooulytwvbyn,['#Coachella2015'],[]
coachella lineup announced commence basicness much cant wait it cali,['#Coachella2015'],[]
rt  weaaakkkk ___ rt  whos responsible ___ coachella httptcozjfxdjvpf,['#Coachella2015'],"['@dcage60:', '@Raury:']"
rt   reallllly need go coachella coachella ,['#Coachella2015'],"['@Sweeneey_Todd:', '\x89ÛÏ@mimi_mcl0vin:']"
coachella lineup dropped amazing holy fuck go coachella,['#Coachella2015'],[]
coachella  days also  months now amp excited lineup_ httptcorlguqxfqxn,"['#Coachella2015', '#Lineup']",[]
 lineup pretty solid gonna see boy third time coachella,['#Coachella2015'],"['\x89ÛÏ@JackJanaszek:', '@vancejoy', '#Coachella2015\x89Û\x9d@coolguyniceflow']"
well coachella would fun year via httptcoclklbaznhz,['#Coachella2015'],['@hmusa']
sell yall __ coachella,['#Coachella2015'],[]
real countdown begins coachella httptcoshhdgduvs,['#Coachella2015'],[]
already got tickets cant wait coachella httptcotrmiblto,['#Coachella2015'],[]
yesssss homie gonna coachella,['#coachella2015'],['@kaskade']
read fine print bands fine print coachella,['#Coachella2015'],[]
guess post coachella  line well see yall april __ coachella _ httptcomphspth,['#coachella2015'],['@\x89Û_']
coachella lineup looks amazing always ahhh coachella,['#Coachella2015'],[]
coachella  lineup acdc drake jack white headline httptcouugspwg via coachella cantwait coachillin,"['#coachella2015', '#cantwait', '#coachillin']",['@THR']
 lineup here coachella httptcoeukhbwz _____,['#Coachella2015'],['\x89ÛÏ@Forever21:']
excited _ coachella httptcomxonhyr,['#coachella2015'],[]
oh amp amp way missing either time coachella,['#coachella2015'],"['@KasabianHQ', '@royalblooduk']"
drake headlining tho coachella,['#Coachella2015'],[]
coachella lineup pretty damn good coachella httptcoebqucvcciz,['#Coachella2015'],[]
 whos responsible ___ coachella httptcoyideyyew ___,['#Coachella2015'],['\x89ÛÏ@Raury:']
acdc coachella  rockboner legends,"['#Coachella2015', '#RockBoner', '#Legends']",[]
out coachella httptcomgnfsbcc,['#Coachella2015'],[]
stromae amp acdc coachella want there will one day usa music california,"['#stromae', '#ACDC', '#Coachella2015', '#USA', '#music', '#California']",[]
yeah coachella,['#Coachella2015'],[]
going coachella april never happy coachella httptcoorbjljfjpi,['#Coachella2015'],['@juliiibrooo']
line upppppp __ coachella httptcooqnrcgzc,['#Coachella2015'],[]
 coachella line announced excited see httptcohgrhytx nah,['#Coachella2015'],['\x89ÛÏ@dash_radio:']
yoooooo coachella lineup ____________________,['#coachella2015'],[]
rt  lt coachella lineup httpt_,['#Coachella2015'],"['@justinpward:', '@PandaBear', '@TameImpala', '@ratatatmusic', '@warondrugsjams', '@ISO50', '@GlassAnimals', '@FlyingLotus']"
coachelllaaaaaa coachella,['#Coachella2015'],['@coachella']
feeling hashtag blessed bc coachella lineup _____,['#Coachella2015'],[]
stoked coachella lineup know lot artists still cant wait overall experience,['#coachella2015'],[]
rt  surprising day every year like christmas coachella,['#Coachella2015'],['@krissallegra:']
rt  sweet lordddd babyyy jesus coachella httptcosdcfjqv,['#coachella2015'],['@_iammochi:']
one festival hype coachella,"['#hype', '#coachella2015']","['@petetong', '@Alesso', '@Ingrosso', '@KygoMusic', '@kaskade']"
beyond fucken excited  coachella httptcojqmuwbzp,['#Coachella2015'],[]
cant wait  coachella httptcoopdjxzby,['#coachella2015'],['@coachella']
happy got ticket presale bc lineup _ coachella,['#coachella2015'],[]
steely dan lil b coachella cant wait lol,['#Coachella2015'],[]
great lineup _ coachella,['#Coachella2015'],[]
got x hyped lord coachella,['#Coachella2015'],[]
lineup finally here coachella musicfestival ________________________ httptcoahdoedv,"['#coachella2015', '#musicfestival']",[]
sweet lordddd babyyy jesus coachella httptcosdcfjqv,['#coachella2015'],[]
well well coachella,['#Coachella2015'],[]
madeon ________ finally get see coachella,['#Coachella2015'],['@madeon']
steely dan drake sbtrkt toro moi acdc flying lotus florence  machine alabama shakes alone got hype coachella,['#Coachella2015'],[]
rt  fast forward april california desert half dozen different drugs best festival earth_,[],['@thenickflores:']
poshstradamus line hella poppin azealia banks fka twigs tame impala flosstradamus circa survive etc etc coachella,['#Coachella2015'],['\x89ÛÏ@/poshstradamus:']
drake circa day coachella,['#Coachella2015'],[]
yessssssss definitely artists excited years coachella coachella httptcojwshkehoc,['#Coachella2015'],[]
line released coachella httptcotbxpnwv,['#coachella2015'],[]
 coachella lineup here finally may year go tix sale tomorrow httptcodoaolsgu crying,['#Coachella2015'],"['""@shewchuk:']"
gna first time year im super excitteeddd___ coachella httptcooftmcidto,['#Coachella2015'],[]
bad coachella httptcowlbtrjzw,['#coachella2015'],[]
festival season coming _____ coachella lineup coachellalineup festivalseason httptcobxnxfqg,"['#coachella2015', '#lineup', '#coachellalineup', '#festivalseason']",[]
lets fuggin go basicpost coachella coachellalineup,"['#basicpost', '#Coachella2015', '#Coachellalineup']",['@coachella']
im ready _ coachella httptcoctrzgr,['#Coachella2015'],[]
happy flosstradmus coming back coachella _,['#Coachella2015'],[]
lineup came coachella httptcolamsdnfk,['#coachella2015'],[]
crazy line still go brand new hoizer nero acdccoachella httptcohejfvo,['#Coachella2015'],[]
coachella lineup holy fuck someone take coachella httptcogoujicxdi,['#Coachella2015'],[]
florence machine _ excited coachella __,"['#excited', '#coachella2015']",['@coachella']
 shut coachella httptcohzumuyuma stromae going __,['#Coachella2015'],['\x89ÛÏ@_AbbyT:']
yes awesome th birthday present daughter coachella,['#Coachella2015'],"['@kroq', '@coachella', '@theweeknd']"
knew would line up coachella,['#coachella2015'],['@fucktyler']
cant believe return artists year _coachella,['#coachella2015'],[]
real lineup coachella year beyond excited coachella excited httptcoeqpoaihpi,"['#Coachella2015', '#excited']",[]
madeon ac dc weekend amp kiesza coachella _,['#Coachella2015'],[]
theres much edm year too ahhhhh im fuckin stoked coachella,['#coachella2015'],[]
acdc drakeim hyped coachella curators dream festival,['#Coachella2015'],[]
better get fleek ethnic garb steam trunk ladies gents coachella way,['#Coachella2015'],[]
weekend  camping tickets purchased paid off coachella come,['#Coachella2015'],[]
coming coachella lineup ill,['#Coachella2015'],[]
coachella line revelaed im lil excited lil unimpressed httptcooyuylkydd,['#Coachella2015'],[]
brand new coachella means going high school hannahaissance hard,['#Coachella2015'],[]
go coachella coachella httptcojfswuck,"['#Coachella', '#Coachella2015']",[]
coachella lineup brings tears eyes,['#coachella2015'],[]
coming champagne papi coachella ______,['#Coachella2015'],['@Drake']
florence machine _ cant wait coachella,['#coachella2015'],[]
coachella lineup nothing compared last year still good still going countdown starts,"['#Coachella2015', '#Countdown']",[]
coachella lineup released repeat coachella lineup announced freaking coachella,['#coachella2015'],[]
might best lineup yet httptcoudcnlkzy coachella,['#Coachella2015'],['@coachella']
rt  nice see boys rockin coachella lineup remembering freeatnoon httptco_,"['#Coachella2015', '#FreeAtNoon']","['@wxpnfm:', '@warondrugsjams']"
official go down coachella httptcowbxcvuedb,['#Coachella2015'],[]
i cant wait ____ coachella httptcoznmdplmwjt,['#Coachella2015'],[]
surprising day every year like christmas coachella,['#Coachella2015'],[]
go another solid lineup courtesy friends  coachella coachella_ httptcorfsc,"['#coachella2015', '#coachella']",['@goldenvoice.']
 going even sell grandma coachella httptcojniasegdv tyler creator fka twigs ___,['#Coachella2015'],"['\x89ÛÏ@Tladyxo:', 'http://t.co/3JniAsEGdv\x89Û\x9d@MarcTheGreat__']"
oh know coachella coachella coachella season ______ httptcoxvkpaywev,"['#coachella', '#Coachella2015']",[]
bruh coachella httptcohidzwtrzq,['#Coachella2015'],[]
ugh hope come home time coachella coachella httptcobktglla,"['#coachella', '#coachella2015']",[]
interesting httptcoemoefhsct coachella,['#Coachella2015'],[]
got passes whos comin us coachella httptcojuqtcfdt,['#Coachella2015'],[]
excited ridiculously amazing coachella lineup everyone get your_ httptcoygdupxmev,['#coachella2015'],[]
drake tyler creator weekend lykke li ab soul  coachella httptcorgquuewjtj,['#Coachella2015'],[]
rae ghost friday weeknd saturday rest whocarez coachella,"['#WhoCarez', '#Coachella2015']",[]
salute coachella _,['#Coachella2015'],['@flyinglotus']
drinking draking sure coachella,['#Coachella2015'],[]
coachella acdc jack white drake tycho florence machine ,['#Coachella2015'],[]
fuck yeah coachella _________ soready birthdayweekend coachella april goodtimes_ httptcoxtztxmj,"['#soready', '#birthdayweekend', '#Coachella2015', '#April', '#goodtimes']",[]
finally see interpol coachella time ill able remember lol,['#Coachella2015'],[]
cant wait coachella httptcoldcffhtvw,['#Coachella2015'],[]
coachella beautiful year going be amazing lineup,['#Coachella2015'],[]
breaking lineup announced oneders make appearance httptcomrjaapioi coachella httptcoxguvxfqkel,"['#Oneders', '#Coachella2015']",['@coachella']
holy music batman coachella summi_bear summi_bear summi_bear werethere  _____ httptcokakagoxm,"['#COACHELLA2015', '#WERETHERE']",[]
rhab marina diamonds florence machine sunday think might die happiness coachella,['#Coachella2015'],[]
april get faster coachella httptcowbkqicr,['#Coachella2015'],[]
woohoo coachella line announced coachella weekend,"['#Coachella2015', '#Weekend2']",[]
 coachella httptcozhkjpiom real going,['#Coachella2015'],['\x89ÛÏ@Jen_2point_oh:']
dang lineup makes want go desert amp spend lot money have coachella,['#Coachella2015'],['@coachella']
probably person excited drake headlining coachella,['#coachella2015'],[]
coachella  lineup coachella coachella indio httptconpyopltv,"['#coachella', '#coachella2015', '#indio']",[]
going even sell grandma coachella httptcoyuvtlamgcu,['#Coachella2015'],[]
decent lineup coachella coachellalineup,"['#Coachella2015', '#coachellalineup']",[]
holy fucking shit yes _____ coachella httptcokoxuvyoyrr,['#Coachella2015'],[]
errybody likes  _ hipsters like acdc httptcolxevdzrzcl coachella,['#Coachella2015'],"['@acdc!!!', '_Ù÷\x8d@NotMarkCameron:', '@coachella']"
life good coachella coachella httptcorwgkeuxpz,"['#Coachella', '#Coachella2015']",[]
coachella line like ____,['#Coachella2015'],[]
savings account waiting moment coachella,['#Coachella2015'],[]
rt  coachella holy shit _,['#coachella2015'],['@thenickflores:']
rt  go ingrosso defjam coachella  def jam recordings httptcokcmaauiot,"['#defjam', '#coachella2015']","['@ChelseaGallardo:', '@axwell', '@alesso', '@']"
coachella line out see coachella httptcoesjahwkxh,['#Coachella2015'],[]
mutha fucking drake ready th year coachella coachella httptcoobtgjtoc,['#Coachella2015'],['@Drake']
mainstream coachella ,['#Coachella2015'],[]
ahhhhhh day waiting for dying markymark_ coachella ilovedrake_ httptcoeunzepazn,"['#coachella2015', '#ilovedrake']",[]
drake weeknd kaskade acdc______ coachella,['#Coachella2015'],[]
april hurry up got awesome people see coachella coachella httptcorfmskwjm,"['#coachella', '#coachella2015']",[]
headliners ehhhh overall line muy bueno coachella,['#Coachella2015'],[]
weeknd coachella _,['#coachella2015'],[]
wow coachella looks like fun yes everywhere httptcocpdhhloauw,['#Coachella2015'],[]
cant wait coachella ,['#Coachella2015'],[]
cant wait coachella httptcoodujgy,['#Coachella2015'],[]
coachella omg omg fuck yes,['#Coachella2015'],['@fucktyler']
acdc coachella,['#coachella2015'],[]
cant wait coachella,['#Coachella2015'],['@flo_tweet']
win coachella,['#Coachella2015'],['@NeroUK']
brand new coachella,['#coachella2015'],[]
